"business_id","cool","date_time","funny","review_id","star_review","text","useful","user_id","tokens","date"
"XXW_OFaYQkkGOGniujZFHg",0,"2011-12-18 22:58:00",0.0,"2cJlSVocjnLnXXdnyJmTjA",5.0,"Our new favorite place in Vegas! Vintage Vegas ambiance, delicious food (huge portions), crazy 70s interior decor. And next door at the Fireside Lounge there's a liquid fire pit and either music videos or sports on dozens of TVs all around. Bonus trivia: Joe Pesci stabbed that dude in the neck with a pen here in ""Casino"".",0.0,"GOgv9dufI8_uEtZn5m6HAQ","['new', 'favorite', 'place', 'vegas', 'vintage', 'vegas', 'ambiance', 'delicious', 'food', 'huge', 'portions', 'crazy', 'interior', 'decor', 'door', 'fireside', 'lounge', 'liquid', 'pit', 'music', 'videos', 'sports', 'dozens', 'tvs', 'bonus', 'trivia', 'joe', 'pesci', 'stabbed', 'dude', 'neck', 'pen', 'casino']","2011-12-18"
"HFDZeMrm13xX5yJvpaRaIQ",0,"2016-11-28 05:57:01",0.0,"ALzikoQXVPfqSPDqHxPIOg",5.0,"Great food, service, and kid friendly! I have breakfast, lunch and dinner there. No complaints. They accidentally billed me for an extra kids meal, I found out later and told them, they gave me a $20 gift card. I have also ordered online, and the process is very smooth. FYI, everyone I go with loves the tomato soup!",0.0,"3TOX84JDQoN27_Q8XCT3nw","['great', 'food', 'service', 'kid', 'friendly', 'breakfast', 'lunch', 'dinner', 'complaints', 'accidentally', 'billed', 'extra', 'kids', 'meal', 'later', 'told', 'gave', 'gift', 'card', 'ordered', 'online', 'process', 'smooth', 'fyi', 'loves', 'tomato', 'soup']","2016-11-28"
"5keoVVM81g-nJw0Zdpl1nA",0,"2018-05-31 04:44:38",0.0,"WPsaa0TDvmvyWLlKGRY0OQ",5.0,"Evel pie has an amazing staff, great prices and great security. They're consistent and always lively. I witnessed there security get called racial slurs and had beer poured on him (on a stab wound he got the night before mind you) just for keeping people out of the alley and he maintained his composer. He also rescued me from being hit on uncomfortabley out front. He rules. The bartender Mandy is a sweet heart, Gary make the best pizza and the manager is amazing as well. I'll be coming back for a long time.",0.0,"y-ghZPBwBqdToEcHh6vw_A","['evel', 'pie', 'amazing', 'staff', 'great', 'prices', 'great', 'security', 'consistent', 'lively', 'witnessed', 'security', 'called', 'racial', 'slurs', 'beer', 'poured', 'stab', 'wound', 'got', 'night', 'mind', 'keeping', 'people', 'alley', 'maintained', 'composer', 'rescued', 'hit', 'uncomfortabley', 'rules', 'bartender', 'mandy', 'sweet', 'heart', 'gary', 'best', 'pizza', 'manager', 'amazing', 'll', 'coming', 'long', 'time']","2018-05-31"
"Q_0eGl-aElqHKukHvmLdwA",2,"2013-05-30 17:57:04",0.0,"f0r2VrIuT4CN7_XG8bmSKA",5.0,"Filipino food in Pittsburgh!  Actually, Ambridge to be precise.

I am so ashamed of myself for not getting here until today.  This place is amazing.  As a Filipino myself, this place reminds me very much of home cooking.

I ate in for lunch and started with the lumpia - just think of an egg roll but without all the cheap cabbage.  Minced beef, carrots, celery and a sweet chili dipping sauce.  Delicious.

And for lunch, chicken adobo with white rice.  This version is more of a red sauce with potatoes - not as vinegar-y but still right on.

Friendly folks in there and delicious food plus the price was right.  I'll be back again!",5.0,"oF8Efb3fBrwWZvmsl6e-pw","['filipino', 'food', 'pittsburgh', 'actually', 'ambridge', 'precise', 'ashamed', 'getting', 'today', 'place', 'amazing', 'filipino', 'place', 'reminds', 'home', 'cooking', 'ate', 'lunch', 'started', 'lumpia', 'think', 'egg', 'roll', 'cheap', 'cabbage', 'minced', 'beef', 'carrots', 'celery', 'sweet', 'chili', 'dipping', 'sauce', 'delicious', 'lunch', 'chicken', 'adobo', 'white', 'rice', 'version', 'red', 'sauce', 'potatoes', 'vinegar', 'right', 'friendly', 'folks', 'delicious', 'food', 'plus', 'price', 'right', 'll']","2013-05-30"
"owLXnEhlMLsFpemYoOxNkg",0,"2015-04-05 21:21:10",0.0,"peuReKl2xFuD71g3m8vrTg",5.0,"First time stayin here (3rd time in Vegas).
Stayed here with wife, 17 yr old daughter and her friend.
The grounds are extremely well kept! The rooms are clean and very large, but just a tad dated.
It's a nice spot to stay if you want to be away from the full on mayhem of the strip, but still be within walking distance, it's not a 2 step stroll, but we cut into Ballys and walked thur enroute to the strip, this makes it very comfortable.
I can't say enough good things about Marilyn's cafe in the resort, huge menu, very good food, excellent prices, and probably the most professional and polite staff if experienced in any restaurant ever.
We didn't eat at the other two restaurants on the property but if Marilyn's is any indication I'm sure they are top notch.
Pool area is not overly big, but we had no issues getting lounges everyday, the pool staff is also attentive and professional.
Bottom line is that this place would be a bargain at 100.00 a night, but our stay averaged 50.00! (Some weekday, some weekend)

If you want a full on night club 24hr party, this is not the place for you, but if a comfortable, affordable, getaway are on your list then don't miss it",1.0,"okxNLg4ArDzJj83GCUoUxQ","['time', 'stayin', 'rd', 'time', 'vegas', 'stayed', 'wife', 'yr', 'old', 'daughter', 'friend', 'grounds', 'extremely', 'kept', 'rooms', 'clean', 'large', 'tad', 'dated', 'nice', 'spot', 'stay', 'want', 'away', 'mayhem', 'strip', 'walking', 'distance', 'step', 'stroll', 'cut', 'ballys', 'walked', 'thur', 'enroute', 'strip', 'makes', 'comfortable', 'good', 'things', 'marilyn', 'cafe', 'resort', 'huge', 'menu', 'good', 'food', 'excellent', 'prices', 'probably', 'professional', 'polite', 'staff', 'experienced', 'restaurant', 'eat', 'restaurants', 'property', 'marilyn', 'indication', 'sure', 'notch', 'pool', 'area', 'overly', 'big', 'issues', 'getting', 'lounges', 'everyday', 'pool', 'staff', 'attentive', 'professional', 'line', 'place', 'bargain', 'night', 'stay', 'averaged', 'weekday', 'weekend', 'want', 'night', 'club', 'hr', 'party', 'place', 'comfortable', 'affordable', 'getaway', 'list', 'miss']","2015-04-05"
"NfbL91oFvP3dhvNka8rG5Q",0,"2014-12-20 16:11:50",0.0,"dqsLK8rkhe7Rh0xSuodbKw",4.0,"Excellent middle eastern cuisine, great humous, fries, falafel. Loads of veggie options. Excellent service. Gets busy in the evenings but the wait is worth it.",0.0,"S_sIeCOqy7F4RFs0le1cDQ","['excellent', 'middle', 'eastern', 'cuisine', 'great', 'humous', 'fries', 'falafel', 'loads', 'veggie', 'options', 'excellent', 'service', 'gets', 'busy', 'evenings', 'wait', 'worth']","2014-12-20"
"Gr-2oBg4XyduSKbvnE-i9g",0,"2017-09-03 14:45:40",0.0,"YM8oXKarMRnhyPDT46c6ug",4.0,"My husband and I had a great happy hour meal at this location yesterday.  We were treated very poorly at the restaurant Ling and Louie's next door.  So badly that we walked out without even being seated. We walked right next door to Salt and Lime where we were greeted warmly and seated promptly.  It was happy hour so we had the house margaritas.  They were very good and they didn't skimp on the tequila.  We ordered the grande nachos with the chicken tings.  The platter was huge! These were some of the best nachos we have ever eaten.  My husband decided to try the Barbacoa Tacos and he said they were excellent.  We will definitely be back here again.  Great food and wait staff.",0.0,"rsRoERZUe77JSxwwuSzpiA","['husband', 'great', 'happy', 'hour', 'meal', 'location', 'yesterday', 'treated', 'poorly', 'restaurant', 'ling', 'louie', 'door', 'badly', 'walked', 'seated', 'walked', 'right', 'door', 'salt', 'lime', 'greeted', 'warmly', 'seated', 'promptly', 'happy', 'hour', 'house', 'margaritas', 'good', 'skimp', 'tequila', 'ordered', 'grande', 'nachos', 'chicken', 'tings', 'platter', 'huge', 'best', 'nachos', 'eaten', 'husband', 'decided', 'try', 'barbacoa', 'tacos', 'said', 'excellent', 'definitely', 'great', 'food', 'wait', 'staff']","2017-09-03"
"ByFMv3p5X1aNeZhU61rDcA",0,"2017-09-19 16:31:10",0.0,"94npQ4obusE61mYwd81Y3w",2.0,"My husband and I spent 3 nights here. The room was almost $200 a night and was NOTHING like the pictures on the site. It was tiny, no dresser, one night stand and lamp and the bathroom was so small the toliet barley cleared the door and you had to stand beside the toliet and tub just to close the door. Very limited tv channels. We ate at the Saturday night seafood buffet. Thank goodness it was free (we had a coupon) I would have demanded my $30 back. The food was bland and there wasn't much seafood. I only gave it 2 stars because most of the staff we encountered were friendly and helpful.  Over all very very disappointed.",0.0,"-ncypldxaKamaKMsfpuC0Q","['husband', 'spent', 'nights', 'room', 'night', 'like', 'pictures', 'site', 'tiny', 'dresser', 'night', 'stand', 'lamp', 'bathroom', 'small', 'toliet', 'barley', 'cleared', 'door', 'stand', 'toliet', 'tub', 'close', 'door', 'limited', 'tv', 'channels', 'ate', 'saturday', 'night', 'seafood', 'buffet', 'thank', 'goodness', 'free', 'coupon', 'demanded', 'food', 'bland', 'wasn', 'seafood', 'gave', 'stars', 'staff', 'encountered', 'friendly', 'helpful', 'disappointed']","2017-09-19"
"-Ipm_8YXj9UoNNHagCvsNg",0,"2012-09-22 03:20:50",0.0,"Xb3ho6s6lQFopFay2eqMUQ",5.0,"One of the best sushi places in toronto, I think. (Might be corrected after I try Taro) There is a price to pay for it though.

They usually have hand roll specials for $3. Usually try to go when its Uni hand rolls for $3. Not bad.",1.0,"Goa5tRkCURz-53WZAABBEw","['best', 'sushi', 'places', 'toronto', 'think', 'corrected', 'try', 'taro', 'price', 'pay', 'usually', 'hand', 'roll', 'specials', 'usually', 'try', 'uni', 'hand', 'rolls', 'bad']","2012-09-22"
"cTZmf7B-4yciMc1WKiCVOA",0,"2016-04-11 16:31:03",0.0,"wz5BUsPm-5CbnSduug2DkQ",5.0,"Man oh Man!!! What a GEM!!! Found this spot about a 1 1/2 years ago...L O V E their fried green tomato sandwich! Have taken my friends and foodie, adult children (runs honest in the family) And everything we've had has been fabulous. 

How can you not enjoy such a unique spot - a 1945 Diner with 8 stools and fantastic outdoor seating?!!",0.0,"bhUy5SCCJH3_TgdeRch0LQ","['man', 'oh', 'man', 'gem', 'spot', 'years', 'ago', 'fried', 'green', 'tomato', 'sandwich', 'taken', 'friends', 'foodie', 'adult', 'children', 'runs', 'honest', 'family', 've', 'fabulous', 'enjoy', 'unique', 'spot', 'diner', 'stools', 'fantastic', 'outdoor', 'seating']","2016-04-11"
"vSnLt7ZJp-esmmzxLmiX3g",1,"2007-08-30 22:31:24",2.0,"8ARKuEonO2eryWkI-qHATw",4.0,"I'm tough on salons. I never know what I want, claim to be ""open"" to ideas, and give wishy washy direction. What I really want is for my hair to look the same, but different. 

Me and this totally bizarre attitude walked into Mood Swings and walked out pretty happy campers. I got exactly what I asked for and I felt that the service was well beyond average and the prices average to affordable (for a high-end salon). 

The fact that I'd drive back to Tempe and pay for parking again to visit the salon says a lot. 

My stylist was Chere'--she's the art director at Mood Swings and did a fantastic job. She has a few more years' of experience under her belt than many of the stylists there; however, all of the work I saw being done on clients was top-notch.

Other perks include a chair massage while you're waiting (if you like) and a hand, arm, head massage while in the rinsing chairs. 

If you're looking for a sure thing, visit Mood Swings.",4.0,"q7UDWGahS9fhTQ8ry-Y4VQ","['tough', 'salons', 'know', 'want', 'claim', 'open', 'ideas', 'wishy', 'washy', 'direction', 'want', 'hair', 'look', 'different', 'totally', 'bizarre', 'attitude', 'walked', 'mood', 'swings', 'walked', 'pretty', 'happy', 'campers', 'got', 'exactly', 'asked', 'felt', 'service', 'average', 'prices', 'average', 'affordable', 'high', 'end', 'salon', 'fact', 'drive', 'tempe', 'pay', 'parking', 'visit', 'salon', 'says', 'lot', 'stylist', 'chere', 'art', 'director', 'mood', 'swings', 'fantastic', 'job', 'years', 'experience', 'belt', 'stylists', 'work', 'saw', 'clients', 'notch', 'perks', 'include', 'chair', 'massage', 'waiting', 'like', 'hand', 'arm', 'head', 'massage', 'rinsing', 'chairs', 'looking', 'sure', 'thing', 'visit', 'mood', 'swings']","2007-08-30"
"iPM8BXV6vEVEci8ttsOObQ",7,"2017-10-24 05:04:57",6.0,"xekXKa-8OAr0R-5Smzz6-g",4.0,"Excellent service Steven & Tyler.  (Easy enough to remember.. Steven Tyler lol)  Everyone was friendly & worked together like family.  Everything was clean & you can see into the kitchen clearly.

Friends last minute b-day Pho request.  Ordered the Tofu, Pork & the Shrimp Spring Rolls since we have Vegan friends too & Jenni Pho was very accommodating.  All of the veggies & shrimp were fresh & a nice lite way to start before our filling Pho.  The pork tasted & looked more like a Spam Spring Roll to me, & recommend the delicious Tofu Spring Roll over it!

One Vegan Pho w/ Tomato broth, different & very tasty!  The Beef Pho & Chicken Pho were surprisingly delish to me because I have become a 'Pho snob.'  Lol!  I usually eat at two Pho spots regularly that no other compare to.  My white meat chicken was tender, but needed a couple more pieces even though it's a large portion of Pho.  The side veggies of basil, sprouts, jalapeño, lime, etc were fresh & abundant.  All sauces & chopsticks already on the table, not the soup spoons.  

Not big on Boba drinks since they are also filling before Pho & I don't eat the tapioca balls, but I like the authenticity having them here if I do want one, usually on a hot day.  

They do not serve alcoholic beverages or sparkling water.",11.0,"D43OWyfzIQjL8feJpYh2SQ","['excellent', 'service', 'steven', 'tyler', 'easy', 'remember', 'steven', 'tyler', 'lol', 'friendly', 'worked', 'like', 'family', 'clean', 'kitchen', 'clearly', 'friends', 'minute', 'day', 'pho', 'request', 'ordered', 'tofu', 'pork', 'shrimp', 'spring', 'rolls', 'vegan', 'friends', 'jenni', 'pho', 'accommodating', 'veggies', 'shrimp', 'fresh', 'nice', 'lite', 'way', 'start', 'filling', 'pho', 'pork', 'tasted', 'looked', 'like', 'spam', 'spring', 'roll', 'recommend', 'delicious', 'tofu', 'spring', 'roll', 'vegan', 'pho', 'tomato', 'broth', 'different', 'tasty', 'beef', 'pho', 'chicken', 'pho', 'surprisingly', 'delish', 'pho', 'snob', 'lol', 'usually', 'eat', 'pho', 'spots', 'regularly', 'compare', 'white', 'meat', 'chicken', 'tender', 'needed', 'couple', 'pieces', 'large', 'portion', 'pho', 'veggies', 'basil', 'sprouts', 'jalapeño', 'lime', 'fresh', 'abundant', 'sauces', 'chopsticks', 'table', 'soup', 'spoons', 'big', 'boba', 'drinks', 'filling', 'pho', 'eat', 'tapioca', 'balls', 'like', 'authenticity', 'having', 'want', 'usually', 'hot', 'day', 'serve', 'alcoholic', 'beverages', 'sparkling', 'water']","2017-10-24"
"bUSh9RoDPy192mh3K24pNQ",1,"2013-07-27 22:22:46",1.0,"YlwHI7rj6-ePcPxwUYi9HQ",2.0,"Friendly helpful customer service but I don't think I got what I paid for. I bought the Bloomington sectional at $1300, more with financing.The frame is very un sturdy and feels like it will break within a couple years. Staples have come out the bottom in only a week. The cushions won't last to long with how much we use the couch and the arms feel like bendable cardboard when u softly push on them.i wish I would have looked more. For $600 more I could have gotten a lazy boy. At least I know for next time. Live and learn :(",4.0,"0jCP5i82HZ3joHXJtgFoqg","['friendly', 'helpful', 'customer', 'service', 'think', 'got', 'paid', 'bought', 'bloomington', 'sectional', 'financing', 'frame', 'sturdy', 'feels', 'like', 'break', 'couple', 'years', 'staples', 'come', 'week', 'cushions', 'won', 'long', 'use', 'couch', 'arms', 'feel', 'like', 'bendable', 'cardboard', 'softly', 'push', 'wish', 'looked', 'gotten', 'lazy', 'boy', 'know', 'time', 'live', 'learn']","2013-07-27"
"kyphxFtMIC6w7ktg-fwxWA",0,"2017-06-07 20:14:53",1.0,"3y6ZUkw8Tnd75QMFSkOZ1Q",1.0,"Had food catered by this Panera location for a meeting I was hosting at my job. Delivery driver spilled half of the soups that we ordered in the parking lot. When asked about getting the money for the spilled soups refunded, we were instructed to call the Panera directly. Called them and got the run around about getting a refund because they wanted the card number again. It was a company card that our director was in possession of, and he wasn't in the office; so I waited until the following day to call back.

When I called the following day I was made to feel like I was being less than reasonable for wanting a refund for the spilled soup. The lady brought up how it spilled in transit. I felt bad for the delivery driver; but that doesn't change the fact that we ended up short on soup for half of our guests. I also advised the lady that we did not receive baguettes for the soup we ordered. She told me they were packed in the bag (which they weren't) and proceeded to try to explain what a baguette was as if I didn't know. At that point, I was over it, and I asked for a refund for the spilled soup as well as the $20 tip charged to the card prior to service. She seemed surprised, possibly even insulted. I'm not saying accidents don't happen, but what ever happened to taking the initiative to make things right when a paying customer doesn't get what they paid for? Definitely will not be ordering from this Panera again under any circumstances.",4.0,"EI0i3ytDL4wbRQ05_wuC5w","['food', 'catered', 'panera', 'location', 'meeting', 'hosting', 'job', 'delivery', 'driver', 'spilled', 'half', 'soups', 'ordered', 'parking', 'lot', 'asked', 'getting', 'money', 'spilled', 'soups', 'refunded', 'instructed', 'panera', 'directly', 'called', 'got', 'run', 'getting', 'refund', 'wanted', 'card', 'number', 'company', 'card', 'director', 'possession', 'wasn', 'office', 'waited', 'following', 'day', 'called', 'following', 'day', 'feel', 'like', 'reasonable', 'wanting', 'refund', 'spilled', 'soup', 'lady', 'brought', 'spilled', 'transit', 'felt', 'bad', 'delivery', 'driver', 'change', 'fact', 'ended', 'short', 'soup', 'half', 'guests', 'advised', 'lady', 'receive', 'baguettes', 'soup', 'ordered', 'told', 'packed', 'bag', 'weren', 'proceeded', 'try', 'explain', 'baguette', 'know', 'point', 'asked', 'refund', 'spilled', 'soup', 'tip', 'charged', 'card', 'prior', 'service', 'surprised', 'possibly', 'insulted', 'saying', 'accidents', 'happen', 'happened', 'taking', 'initiative', 'things', 'right', 'paying', 'customer', 'paid', 'definitely', 'ordering', 'panera', 'circumstances']","2017-06-07"
"ogaoL2WXjbL6BJkgzL7TYA",0,"2018-10-24 12:03:27",0.0,"wHJHJsRi9y-doyLVJbNH5g",1.0,"Do not use this company. You will be sorry. They bust and break furniture and don't say anything about it. I had all new furniture or otherwise practically new, and now after two moves with this company a lot of it is scratched up and broken. I paid $2,500 for each of my moves. I just pulled out my printer and it's all busted up. It was obviously broken, and they tried to hide their tracks by taping it together. They also stole a beautiful wall mirror. They also busted a glass top on one of my coffee tabletops and didn't say anything about it. They busted a leg off one of my tv tables and scratched up a bunch of other furniture. Do not use these people, unless you already have scratched up and broken furniture. They stink and they're dishonest! They don't care and they don't try to make things right either. They simply don't give a damn. And don't tip them either. The first time I tipped them nearly $300 a piece. Bought them lunch and dinner. The second time, I tipped them each $160 and bought them lunch and dinner. After all that, you think they would be honest with me and let me know what furniture they screwed up or broke. No way. Each one of these movers is no good.",2.0,"LqTDuRW5CJ5vcd0e4RVMcA","['use', 'company', 'sorry', 'bust', 'break', 'furniture', 'new', 'furniture', 'practically', 'new', 'moves', 'company', 'lot', 'scratched', 'broken', 'paid', 'moves', 'pulled', 'printer', 'busted', 'obviously', 'broken', 'tried', 'hide', 'tracks', 'taping', 'stole', 'beautiful', 'wall', 'mirror', 'busted', 'glass', 'coffee', 'tabletops', 'busted', 'leg', 'tv', 'tables', 'scratched', 'bunch', 'furniture', 'use', 'people', 'scratched', 'broken', 'furniture', 'stink', 'dishonest', 'care', 'try', 'things', 'right', 'simply', 'damn', 'tip', 'time', 'tipped', 'nearly', 'piece', 'bought', 'lunch', 'dinner', 'second', 'time', 'tipped', 'bought', 'lunch', 'dinner', 'think', 'honest', 'let', 'know', 'furniture', 'screwed', 'broke', 'way', 'movers', 'good']","2018-10-24"
"rMtphJbzFYA3eLx-AT62vA",1,"2018-08-02 17:20:15",1.0,"X3MWimJdyYZKfVTX_nohjg",4.0,"I've twice visited this location over the past month: once for evening takeout, and another for dine-in weekend breakfast with friends.
Both times I was pleasantly surprised by the friendly & attentive staff, as well as the food quality. 
I'll definitely be back!",2.0,"5XjUpZMuOI2hwXuPRsKduA","['ve', 'twice', 'visited', 'location', 'past', 'month', 'evening', 'takeout', 'dine', 'weekend', 'breakfast', 'friends', 'times', 'pleasantly', 'surprised', 'friendly', 'attentive', 'staff', 'food', 'quality', 'll', 'definitely']","2018-08-02"
"FByfk7_WQoNsVTOUT7fJUA",0,"2017-12-13 14:05:31",1.0,"aoD-rqXywhmlwuVzybpuuQ",5.0,"Awesome experience. I called the service department with an unorthodox request and they helped me out. I can't praise them enough. It's Christmas time and the help that I received couldn't have been at a better time. I will always recommend RideNow and they have gained a loyal customer. #happycustomer",0.0,"_-Jzt_7qnhjp0ZVrgvy5zg","['awesome', 'experience', 'called', 'service', 'department', 'unorthodox', 'request', 'helped', 'praise', 'christmas', 'time', 'help', 'received', 'couldn', 'better', 'time', 'recommend', 'ridenow', 'gained', 'loyal', 'customer', 'happycustomer']","2017-12-13"
"KTSAtbR_bYiBmoDKl5R43A",0,"2017-01-30 23:30:04",2.0,"KDa-DeoU2ga3-KP1k955Gg",2.0,"We came in here on a weekday afternoon to check out their happy hour and to see if we might like to use the place as a venue for our wedding. 

The bar/tasting room is beautiful. It's decorated well, it's a great space to hang out and it's very welcoming. The bartender was very nice, informative and friendly and we really enjoyed the ambiance. 

So here's why we didn't like the place: THE PRICING

We had 3 drinks and a tasting flight which had half shots of each one of their distilled spirits. This was during happy hour (which is very confusing since the board says ""signature drinks $4"" but doesn't include their actual signature drinks but just their ""signature spirits with a mixer of your choice). So how much should two drinks and a small tasting flight cost? $60.23?!? ABSOLUTELY NOT. WHAT AN EPIC RIP OFF. I almost had a stroke when I saw what we were being charged. 

Look: there's no doubt this is a cool place to hang, but it's a gentrified bar in a run down area and their prices are just out of control expensive. If you've won the lottery recently, by all means: drink your liver out at this place. 
For the rest of us, I would say don't bother.",6.0,"uYAeoRqC_QtxqI9Vf_Pqpg","['came', 'weekday', 'afternoon', 'check', 'happy', 'hour', 'like', 'use', 'place', 'venue', 'wedding', 'bar', 'tasting', 'room', 'beautiful', 'decorated', 'great', 'space', 'hang', 'welcoming', 'bartender', 'nice', 'informative', 'friendly', 'enjoyed', 'ambiance', 'like', 'place', 'pricing', 'drinks', 'tasting', 'flight', 'half', 'shots', 'distilled', 'spirits', 'happy', 'hour', 'confusing', 'board', 'says', 'signature', 'drinks', 'include', 'actual', 'signature', 'drinks', 'signature', 'spirits', 'mixer', 'choice', 'drinks', 'small', 'tasting', 'flight', 'cost', 'absolutely', 'epic', 'rip', 'stroke', 'saw', 'charged', 'look', 'doubt', 'cool', 'place', 'hang', 'gentrified', 'bar', 'run', 'area', 'prices', 'control', 'expensive', 've', 'won', 'lottery', 'recently', 'means', 'drink', 'liver', 'place', 'rest', 'bother']","2017-01-30"
"JzOp695tclcNCNMuBl7oxA",0,"2012-05-24 17:26:40",0.0,"lBeu53VWAYy0evZpS9eJvQ",4.0,"Great beer, great food, fun place. Always busy for happy hour and on weekends, be prepared to wait.",0.0,"wg7BIF9xfgiVNKpaX6QkHg","['great', 'beer', 'great', 'food', 'fun', 'place', 'busy', 'happy', 'hour', 'weekends', 'prepared', 'wait']","2012-05-24"
"ECOkEVUodMLUxvI0PMI4gQ",0,"2012-11-05 03:52:11",1.0,"Y8-8ZfXGSsetrrbm1L-hJw",3.0,"First time clubbing. It was wayy too crowded but I enjoyed it for my first time. Didn't really enjoy rnb/hiphop music. Line to enter was super fast since we were guests at Venetian. The only thing I liked about this club was that it was free thanks to my friends connections.",1.0,"GR1UlsekOmBDsSp-AyXCtA","['time', 'clubbing', 'wayy', 'crowded', 'enjoyed', 'time', 'enjoy', 'rnb', 'hiphop', 'music', 'line', 'enter', 'super', 'fast', 'guests', 'venetian', 'thing', 'liked', 'club', 'free', 'thanks', 'friends', 'connections']","2012-11-05"
"LHyj66waFlDcw9UToo27JQ",0,"2016-06-12 22:46:43",0.0,"wk-6klYARo3NQ-cbg3vE3w",5.0,"Serendipity!  Mimi is the BEST waitress ever. Her smile is worth the trip!  She patiently explained the menu and told us what she likes. Our food was amazing from the gator nuggets to my daughter's shrimp (with Trifecta 3) and my husband's lobster (with Trifecta 1). But I really scored with the Lobster Roll (not on the menu, YET). We hadn't planned on eating here; we only pulled into the lot to look up directions to another place and decided it was easier to try something new than to turn around. We will be back for more food and fun!!",0.0,"cC3FTUyulth7S3If1X3L0A","['serendipity', 'mimi', 'best', 'waitress', 'smile', 'worth', 'trip', 'patiently', 'explained', 'menu', 'told', 'likes', 'food', 'amazing', 'gator', 'nuggets', 'daughter', 'shrimp', 'trifecta', 'husband', 'lobster', 'trifecta', 'scored', 'lobster', 'roll', 'menu', 'hadn', 'planned', 'eating', 'pulled', 'lot', 'look', 'directions', 'place', 'decided', 'easier', 'try', 'new', 'turn', 'food', 'fun']","2016-06-12"
"i1-qbDDkvf0RlmkxewkHyA",0,"2017-02-27 03:52:53",0.0,"znBL7V_kjecKk0CE4zb5BA",1.0,"We were looking for an affordable price to get our cars tinted and found Donnie on yelp. Based on everyone's feedback, Donnie seems to know what he was doing. I was a bit apprehensive at first as well. He does window tinting from home in his garage with a 20years of background according to him. After checking his work and available equipment, he seems legitimate so I agreed to get our cars tinted after offering a good price. 

The quality of his work seems reasonable so we left with a good peace of mind. We were satisfied. It was late that evening so we didn't get the other car done the same evening. Donnie suggested to leave the car with him and showed me with confidence that my car will be kept safe and nothing to worry. So I did and paid him in advance. Given the weather conditions, the car was left with him for 3days and took it to work as we have agreed so he can work on the car as it requires sunlight to remove the old film. I had trouble getting ahold of him but eventually, I got the car back 3days after. It was in the evening.

Upon retrieving the car, he damaged the back window. There was visible scratches. I was a bit upset but he was apologetic and offered solutions to remedy the situation. He either replace the window or offered to tint  the front windshield of the cars. I appreciate his honestly. To make things easier for him, I took his offer to tint the front windows in lieu of the damaged back window. He ask me to return in a couple of days so I agreed. As we get closer to the date, I had trouble getting ahold of him. He said, he was sick and had to leave town so we made other arrangements to return at later date. I texted him prior and we both agreed to bring the car Sunday afternoon. Sunday comes, his phone was unavailable all day and couldn't reach him. I left several text messages and voicemails and receive no response back. He did not bother returning my calls either. 

I feel Donnie is not true to his words and failed to provide resolution to my damaged window. To this date, I have not received a phone call from him and I am filing a complaint against him. I personally do not recommend this person to work on your car. The tint on the back window not only he damaged it, it was poorly done. He does not offer you receipts unless you pay with a credit card.",3.0,"G_A9XjYatNf3V0GZq3Kr6w","['looking', 'affordable', 'price', 'cars', 'tinted', 'donnie', 'yelp', 'based', 'feedback', 'donnie', 'know', 'bit', 'apprehensive', 'window', 'tinting', 'home', 'garage', 'years', 'background', 'according', 'checking', 'work', 'available', 'equipment', 'legitimate', 'agreed', 'cars', 'tinted', 'offering', 'good', 'price', 'quality', 'work', 'reasonable', 'left', 'good', 'peace', 'mind', 'satisfied', 'late', 'evening', 'car', 'evening', 'donnie', 'suggested', 'leave', 'car', 'showed', 'confidence', 'car', 'kept', 'safe', 'worry', 'paid', 'advance', 'given', 'weather', 'conditions', 'car', 'left', 'days', 'took', 'work', 'agreed', 'work', 'car', 'requires', 'sunlight', 'remove', 'old', 'film', 'trouble', 'getting', 'ahold', 'eventually', 'got', 'car', 'days', 'evening', 'retrieving', 'car', 'damaged', 'window', 'visible', 'scratches', 'bit', 'upset', 'apologetic', 'offered', 'solutions', 'remedy', 'situation', 'replace', 'window', 'offered', 'tint', 'windshield', 'cars', 'appreciate', 'honestly', 'things', 'easier', 'took', 'offer', 'tint', 'windows', 'lieu', 'damaged', 'window', 'ask', 'return', 'couple', 'days', 'agreed', 'closer', 'date', 'trouble', 'getting', 'ahold', 'said', 'sick', 'leave', 'town', 'arrangements', 'return', 'later', 'date', 'texted', 'prior', 'agreed', 'bring', 'car', 'sunday', 'afternoon', 'sunday', 'comes', 'phone', 'unavailable', 'day', 'couldn', 'reach', 'left', 'text', 'messages', 'voicemails', 'receive', 'response', 'bother', 'returning', 'calls', 'feel', 'donnie', 'true', 'words', 'failed', 'provide', 'resolution', 'damaged', 'window', 'date', 'received', 'phone', 'filing', 'complaint', 'personally', 'recommend', 'person', 'work', 'car', 'tint', 'window', 'damaged', 'poorly', 'offer', 'receipts', 'pay', 'credit', 'card']","2017-02-27"
